id,body,y,dataset
54,"Extreme Makeover Family Faces Home Foreclosure

A deaf couple, who received renovations to their home on ABC's Extreme Home Makeover, fear they may lose it. Judy and Larry Vardon, weighed down by a mortgage payment that has almost doubled since the makeover, worries the house could face foreclosure.

When host Ty Pennington arrived at the Vardon's home with the Extreme Home Makeover crew four years ago, he promised to give them a home that would help them better accommodate their blind, autistic son. The episode, which aired Nov. 6, 2004, set a ratings record when millions of viewers tuned in to see the tranformation of the 980 square-foot home in Oak Park, Michigan. In addition to mortgage payments, the couple also owes $20,000 for autism treatment -- which isn't covered by their medical insurance -- for their 16-year-old son, Lance. Larry Vardon also worries that he'll keep his job at Chrysler LLC's Sterling Heights stamping plant, as the company -- along with other Detroit automakers -- is on the brink of bankruptcy. ""I'm afraid I'm going to lose my house now,"" Judy Vardon, using sign language through an interpreter, told The Macomb Daily of Mount Clemens. ""This house really belongs to Lance. This is his environment. He can't speak out for himself, and I hope we can save this house."" After the makeover, which included installing flat-screen monitors for Lance, the couple refinanced the mortgage. Their monthly payments went from $1,200 to $2,300.

""We didn't have bad spending habits,"" Judy said. ""My husband got laid off for a time, and insurance wouldn't cover Lance's autism therapy and some other things like his vision and special dental work."" The couple is now working with a nonprofit group that aids families in crisis to help them negotiate a lower mortgage rate. ""We're a close family that loves each other,"" Judy said. ""I feel that I was given this life to show others that you can face these challenges.""",uncertain,training
55,"Michael Madsen Go Big or Go Homeless

Being broke usually means it's time to make sacrifices, but not for Michael Madsen -- dude declared bankruptcy, then allegedly racked up $80,000 in unpaid rent on a mansion ... and now faces eviction.

According to docs filed last Thursday in Los Angeles Superior Court, the owner of Michael's luxury Malibu home claims the ""Kill Bill"" actor skipped out on his $20,000/month rent four months in a row ... and now owes $80,000.

If he doesn't pay up, Michael could be homeless -- according to the docs, the owner intends to evict him if the debt isn't covered.

It's unclear how Michael planned to pay his rent since he filed docs for bankruptcy back in June, which say his net monthly income was $-3,392.",uncertain,test
56,"Stephen Baldwin Not a Tithe to His Name

Stephen Baldwin has really set himself apart from his brothers -- he's the broke one now -- because he just filed for Chapter 11 bankruptcy in New York.

Court docs show Baldwin and his wife owe $1.2 million in mortgages on their home 30 miles north of NYC, along with $1 million in taxes and $70,000 in credit card debt.

There is one small ray of hope for the couple: Their home wasn't auctioned off yesterday as planned -- it was postponed to a later date.",uncertain,training
57,"Willie Aames Not in Charge of His Finances

Yeah, it's sad that Willie Aames -- aka Buddy from ""Charles in Charge"" -- has filed for bankruptcy. But what's even sadder is how little coin he had to begin with.

We've gotten a copy of Willie's bankruptcy filing in Kansas (where he lives) and it seems that Aames was lowballed on his low-level fame. The actor received only $14K for being on VH1's ""Celebrity Fit Club"" and 15 grand for his book ""Grace is Enough"" about his struggles with drugs and money. He's about $350,000 in the hole, total. 

The last time we caught up with Willie, he and his son had just gotten jacked at gunpoint in January but it looks like the real robbery happened well before that. Get this guy a new manager!",uncertain,training
58,"Exclusive: ""Trainer To The Stars"" Has Shady Past

She is the woman responsible for Gwyneth Paltrow and Madonna's ""buff bodies"" but celebrity trainer Tracy Anderson is a lady with a very shady past.

Paltrow has reportedly bank-rolled the Tracy Anderson Method Studio in trendy Tribeca, New York, amid reports that the pair are struggling to recruit members to their pricey private gym.

The last time Anderson had similar problems at her Pilates studio in Fisher's Crossing, Indiana, she simply placed a yellow sticker on the door saying the studio was shut for maintenance - but she never returned leaving her clients in the lurch. Anderson was subsequently sued by several clients and by a former landlord for $450,000. She filed bankruptcy to avoid payment.

The toned blonde was jailed briefly in December 2006 for failing to pay on another outstanding ruling and was she also sued for $100,000 by a former student and the Indiana Consumer Protection Agency launched a probe into her financial dealings in mid 2007 on a recommendation of The Indiana Attorney General's Office.

Before opening her new NY gym last month, the trainer made mega-bucks being on Madonna's payroll where she traveled to the star's homes in London, Miami, New York and Los Angeles, to make sure that she was in tip-top condition at all times.

Commenting on Anderson's unusual techniques Paltrow said: ""It's fun because it's not like you're running mindlessly on a treadmill. I guess she learned how to make the muscles do certain things - it actually works. It's not like you're chasing this dream.""

Paltrow and Anderson have appeared on Oprah showing off their stealthy moves but its understood that the economic downturn has hit their new business venture.

Prospective NY members - who must be approved by the owners - have to stump up a reported $4500 just to join plus hefty monthly fees.
A spokesperson at The Tracy Anderson Studios in LA said: ""We have various packages available but for LA it is $575 per month for three months - New York is much more expensive and you must contact them via e-mail.""

Paltrow and Anderson are both on the homepage of the Tracy Anderson Method Studio website which has dozens of photographs of the scantily clad athletic dynamo.

Check out the link: http://tracyandersonmethod.com/

A spokesperson for Anderson's New York gym did not return our calls.",uncertain,training
59,"Woman Suing Doctor Phil; Claims ""Imprisoned"" With Naked Man

TV doctor Dr. Phil McGraw and Paramount Pictures are being sued by an Irvine, California woman, who is claiming both parties subjected her to imprisonment beyond her will, and more, when she was at his Hollywood, California office for therapeutic purposes two years ago.

""Dr. Phil hurt me and many other people,"" Shirley Dieu, who also claims McGraw misrepresented himself as a licensed doctor, said. ""It happened on his show in 2007; I also filed a police report in Los Angeles about a year ago.""

Dieu said was sleep-deprived, starved, brainwashed and ""subjected to edited tapings depicting her as a different personality other than her own.""

Dieu said that, under their stead, she was not allowed to leave a building in the 6000 block of Santa Monica Blvd. in Hollywood, California, where she said she was ""forced to be in the same room with a naked live man while he exposed his entire naked body, genitals and all.""

""I did not know the naked man in the room but I do have witnesses that will come forward and I also have photographic evidence,"" Dieu said. ""I will prove my case 100 percent. There will also be another woman filing a complaint very soon as well. This is not about the money; it's a very serious lawsuit.""

Dieu, 56, said in the court papers that McGraw touched her on her left breast in Oct. 2007.

Dieu is suing for unlimited general damages, punitive damages, court fees and more in connection with the trauma she said McGraw and the studio psychologically exposed her to.

Dieu has a history of lawsuits, including suits filed against an Orange County hospital in 2002 and a car dealership in 2007. She will act as her her own attorney. According to documents, Dieu filed for bankruptcy in May 2008.",uncertain,test
60,"Gazza to be made bankrupt

Fallen soccer idol Paul Gascoigne is facing bankruptcy over debts to the taxman, can reveal.

His finances will be probed at a court hearing next month.

It will heap further public humiliation on unstable Gazza, 41 - who has been battling booze and drugs.

Our top source said: ""His debts are significant. No one knows if he has enough cash to keep the wolf from the door. It's very sad. Any bankruptcy would be advertised, giving anyone Gazza owes money to the chance to come forward.""

This month it was reported the ex-England ace had just $250,000 left of a $14million fortune.

Court papers give his address as his dad's home in Gateshead, Tyne and Wear and his occupation is ""unknown"". A bankruptcy petition made by the Inland Revenue will be heard at the High Court in London on November 6.",uncertain,training
61,"Smug Kerry outside court

She may have been there to face a bankruptcy hearing, but Kerry Katona looked pretty pleased with herself as she left court yesterday.

The former singer and reality TV star poked her tongue out and threw her arms in the air outside Manchester's Civil Justice Centre after her hearing.

Wearing a short black dress and fedora hat, she was even rocking a gangster-style look.

Kerry, 28, was made bankrupt last summer over an $82,000 tax bill.

But the mum-of-four has been spotted driving flashy sports cars and going on boozy holidays since then.

She recently returned from a beer-fuelled trip to Magaluf with her husband Mark Croft.

After leaving the court, she jumped into her pal's yellow Hummer.",uncertain,test
62,"TV money expert is bankrupt

Telly savings expert Lorne Spicer - famed for telling cash-strapped viewers how to stay out of the red - has gone bankrupt.

can reveal the Cash In The Attic host - who is also the BBC's online credit crunch guru - went bust last month with debts believed to be in the ""thousands"".

A pal said yesterday: ""Everyone was shocked when they found out. It just goes to show the credit crunch can have disastrous effects for everyone - even people who know the system inside out.""

Last night mum-of-one Lorne, 43 - who also fronts telly shows Car Booty and Beat The Bailiff - was unavailable for comment.

Her bankruptcy order was registered at Southend County Court in her married name Donovan.

As well as dishing out money-saving tips on TV, Lorne is a regular celebrity columnist in the press. She has written two books on making money from car boot sales.

Her advice to hard-up families on the BBC's website is: ""Make a budget and stick to it. Putting the numbers down on paper will show you just where all the money is going. Set a limit on how much you are going to spend - and stick to it.""

But last September Lorne hinted at money worries of her own as she launched an art and antiques gallery in Leigh-on-Sea, Essex, where she lives.

Her aim was to raise cash for charity.

Lorne told how she had ploughed $5,000 into the venture, saying: ""I really hope this all goes well because it's my own money at stake.""

Last night her agent said she was ""away filming"" and did not want to comment.",uncertain,training
63,"Kerry's 30 days from bankruptcy

Kerry Katona faces bankruptcy within just 30 days after failing to pay a huge tax bill.

Pregnant Kerry missed a $380,000 instalment on a $1.2million debt.

And The People has learnt papers have now been served on the troubled ex-Atomic Kitten singer giving her a month to cough up.

A source said: ""It's reaching crisis point - unless she acts quickly she will be declared bankrupt.

""She's forking out for cars and a flash lifestyle, yet thinking she shouldn't pay taxes like the rest of us.""

Kerry was handed the $1.2million bill last year.

But the mum of three claimed she could not pay it in one go - despite earning $2million a year from ads, books and magazine deals.

She and cabbie husband Mark Croft, 37, drafted in insolvency advisors, saying they had huge credit card bills and thousands of pounds of other debts.

Tax chiefs agreed to spread the payments - and Kerry handed over $380,000 as a first instalment. But the second whack is now overdue.

Papers were served last week to her $1.5million mansion in Wilmslow, Cheshire, summoning her to a second hearing.

The source said: ""The papers basically say pay up in 30 days or you will be declared bankrupt.""

Last month, though, the star proved she was far from skint by buying a new $127,000 Ferrari for Mark.

And her Christmas gift to him a month earlier was an $11,000 Ducati superbike.

The couple also have a $135,000 Lamborghini, a $100,000 Aston Martin, an $80,000 Porsche 911 and a $55,000 Mercedes.

In September, Kerry paid $50,000 to fly family and pals to Italy to see her renew her wedding vows to Mark.

She has also splashed the cash on partying. And she's still paying out in her ongoing custody battle with her Westlife ex-hubby Brian McFadden over their daughters Molly, six, and Lilly-Sue, five.

But her earnings are just as high.

Ads for Iceland stores are worth $750,000 a year - though bosses have now ditched Kerry to go for a different image.

She gets $400,000 a year from a magazine column.

And she has more cash coming in from an autobiography, an advice book and a novel.

Kerry has also signed up for an MTV show about her life called Crazy In Love.

A pal said: ""She is useless with money. She has no concept of saving and spends whatever she feels like.

""It's not on - she needs to get real.""

But there are signs Kerry IS trying to economise.

A bash after baby Heidi's christening in Warrington was a $13-a-head buffet - at a local curry house.

A spokesperson for Kerry said: ""She has buried her head in the past over this. She has paid out $250,000 in unpaid tax and now intends to make a further two payments before the deadline.""",uncertain,test
64,"Paul Gascoigne faces bankruptcy if he doesn't find $215,000 in two months

Paul Gascoigne has been warned he will be bankrupt in eight weeks unless he settles a $215,000 tax bill.

The troubled football ace has not filed any tax returns for two years as he battles booze and drugs problems.

Hm Revenue and Customs chiefs have told Gazza - once said to be worth $14million - he has until January 9 to cough up.

They agreed to an adjournment of the case against the 43-year-old at the High Court in London so he can sort his finances out.

Gazza's solicitor Craig Montgomery said: ""He needed time to sort out his professional affairs and liquidate assets in order to pay some unpaid tax.""

The lawyer told the court that Gascoigne's financial affairs were complex - involving interests overseas - and time was needed to submit returns and sell assets to meet his liabilities.

He added: ""There is no suggestion he doesn't have the funds to meet his tax liabilities.

""It is just a question of having time to make the returns.

""It takes time to work out where everything is.""

Three years ago, Gazza bought a mansion in Dubai for $1million and a $250,000 apartment. He acquired the seven-bed mansion in the oil-rich state capital's development project The Villa.

At the same time, he bought a flat in the Oryx Marina Tower.

He made the investments as he prepared to move to the United Arab Emirates to open a bar with Chris Evans but the proposed business never got off the ground.

Gazza's tax debt is the latest in a string of problems to hit the former Newcastle, Tottenham, Lazio and Everton midfielder.

He has been in and out of rehab as he fights an addiction to drugs and booze and has been on regular benders.

Gazza has also been arrested at hotels after apparently acting in a strange manner and was even sectioned twice.

In his heyday, the England star - who won 57 international caps - was raking in millions in wages and sponsorship.

How Cash Came .. and Went

At Spurs, Gazza earned $600,000 a year, but that leapt to $1.5million at Lazio. He made $5.3million in sponsorship deals with Puma, Brut, Walkers crisps and adidas. But divorce cost $1million, he paid $10,000 monthly to ex-wife Sheryl and gave $1million to charity.",uncertain,training
65,"Pamela Anderson denies bankruptcy rumours

Pamela Anderson has denied rumours that she's bankrupt - but admitted she's living in a caravan on the beach. Wearing a short black T-shirt, tiny hotpants and eye-catching white boots, the former Baywatch babe wowed audiences during an appearance on late night chat show Jimmy Kimmel Live. She told how she and her two sons, aged 11 and 13, are currently living in a California beach trailer during an ongoing construction dispute over the new home she is building in Malibu. However, the buxom 42-year-old laughed off recent US reports that she was broke with debts spiralling to $1.2million. Pamela said she'd sacked her contractor and was currently working to find out why the job had gone millions of dollars over budget. ""We're living on a trailer on the beach which I love,"" she said. ""I've had it for a long time and my kids always keep their motorcycles, surf boards and golf carts there and go crazy. So I feel like I'm living in a little boy's bedroom."" Pamela was also on the show to promote her two new fragrances - Malibu Day and Malibu Night. Cheeky Kimmel got rather close to her ample bosom while pretending to smell her perfume.",uncertain,test
66,"Will Ferrell, Wife Expecting Baby Boy

Will Ferrell and his wife Viveca Paulin are expecting their third baby, a boy, the actor's rep confirms. 

The Land of the Lost star, 42, and his auctioneer wife, 40, are already parents to sons Magnus, 5, and Mattias, 2.

The couple met at an acting class in 1995 and wed in August 2000.

Earlier this year, Ferrell won a Tony Award for his Broadway show, You're Welcome America: A Final Night with George W. Bush.",uncertain,training
67,"Diane Sawyer Leaving Good Morning America

Newsflash: Diane Sawyer is leaving ABC's Good Morning America.

She will replace World News anchor Charles Gibson, who is stepping down from his position at the end of this year.

Sawyer, 63, will start World News in January.

In a statement, ABC News President David Westin said that Sawyer ""is the right person to succeed Charlie and build on what he has accomplished. She has an outstanding and varied career in television journalism, beginning with her role as a State Department correspondent and continuing at 60 Minutes, Primetime Live, and Good Morning America.

""She has interviewed every President since President George H. W. Bush up to and including President Obama. She has handled an array of breaking news special events, including on 9/11 and, most recently, the presidential election. She has done distinguished documentaries on topics as varied as North Korea, the plight of women in Afghanistan and in prisons here at home, and poverty in Camden, New Jersey, and in Appalachia.

""We are fortunate to have a journalist of Diane's proven ability and passion to step into the important position of anchor for World News. She will continue with her documentaries in her new role.

""Diane's presence will certainly be missed on Good Morning America,"" the statement concluded. ""But we are fortunate that both Charlie and Diane will remain with their current broadcasts for the next four months; we will be making further announcements well before any changes are made.

Sawyer now becomes the second female to anchor an evening news show. In September 2006, Katie Couric left NBC's Today show to anchor CBS Evening News. Her contract ends in 2011.",uncertain,test
68,"Rock to Bush: You're a ""Retard!""

Chris Rock thinks George W. Bush is a retard. 

In the latest issue of Life magazine, featuring Chris on the cover, Rock is asked, ""Is this country ready for an African American president?"" Rock answered, ""It's ready for a retarded president, why wouldn't it be ready for an African American president?"" Oh no he didn't!

Rock went on to say that he likes Al Gore, and that he doesn't expect to see a black president in his lifetime. 

The comedian, doing publicity for ""I Think I Love My Wife,"" also took the opportunity to quash persistent rumors that his marriage was in trouble. ""My marriage is just like everybody else's,"" Rock said. ""Great like everybody else's and whatever like everybody else's. Everything's fine.""",uncertain,training
69,"George H.W. Bush -- Private Stimulus Package

Read my lips -- ""WTF?!""

Okay, okay ... allow us to explain: The chick using President George H.W. Bush's lap as a seat cushion in this photo is NOT a stripper -- she's a ""performer."" 

In fact, the woman, Katie Cameron, and a bunch of fellow actors from a playhouse production of ""A Chorus Line"" were invited to the Bushes' private vacation home in Maine yesterday to celebrate Barbara's 84th birthday. 

No word on who got to blow out the candles.

P.S. LOVE the socks!!!",uncertain,test
70,"Bush to Talk ""Borat"" (So His Country Can Be Free)

Comedian Sacha Baron Cohen was already in hot water with members of the international community over his controversial (and extremely hilarious) Borat character, and now President George Bush himself is going to weigh in.

The government of Kazakhstan became infuriated with Cohen over his portrayal of Borat, a bumbling Kazakh TV reporter, at the 2005 MTV Europe Music Awards in Lisbon. The upcoming movie, based on Borat's adventures in the US, has surely reopened the wound.

In the opening scene, Borat reportedly kisses goodbye to his sister (who he touts as one of the top prostitutes in all of Kazakhstan by the way) and sets off for America in a car pulled by a horse. The movie was hailed as a comedic gem when it debuted last week at the Toronto International Film Festival.

But not everyone is laughing, especially Kazakhstan's president Nursultan Nazarbayev, who is set to meet with President Bush in the coming weeks. Among their list of topics to discuss is the damage done to his country's image by the Borat character.

President Nazarbayev also claims his government will buy ""educational"" TV spots and print advertisements about the ""real Kazakhstan"" in a bid to save the country's reputation before the film is released in the U.S. in November. 

Despite the hilarity of the situation, The Kazakh government is very serious about the issue. In fact, they have previously threatened the British funnyman with legal action for Borat's memorable and controversial antics, which include constantly ripping his homeland, demeaning women, and urging folks to ""Throw the Jew Down the Well.""",uncertain,training
71,"Was Bush Beef With Noriega Over Coke?

The State Department's favorite conspiracy theorist is back and this time he's pointing fingers at President Bush (and his sidekick the military-industrial complex, of course).

John Perkins last best-selling book, Confessions of an Economic Hit Man, earned the ire of the agency, which devoted a whole section of its website to debunking the author's various theories about global corruption. Now Perkins is about to debut his new one, The Secret History of the American Empire. In it, he takes aim at corporate globalization and lobs a few more bombs. Among them:

George W. Bush's cocaine habit and womanizing ways caused the invasion of Panama in 1989. According to the book, Panamanian strongman Manuel Noriega installed cameras on Contadora Island, which was a safe haven where American politicians and businessmen could schmooze with, and bribe, Latin American politicos. There were ""rumors that George W. was photographed doing coke and having kinky sex during the time his father was president,"" Jose, a top adviser to Brazilian president Lula da Silva, tells Perkins. ""There was a theory in Latin America that Noriega had used incriminating photos of the younger Bush and his cronies to convince the older Bush, then president, to side with the Panamanian administration on key issues. In retaliation, H.W. invaded Panama and hustled Noriega off to a Miami prison. The building housing Noriega's confidential files had been incinerated by bombs.""",uncertain,test
72,"American Wife: Laura Bush Explored

On the heels of two best-selling books, (Prep, The Man of My Dreams), young, Iowa-trained author Curtis Sittenfeld is about to release her most controversial book yet - a thinly veiled novel based on Laura Bush's life that is sure to send the White House into a fury. Published by Random House next fall, American Wife tells the story of Alice Blackwell, a quiet librarian whose husband Charlie becomes the bumbling president of the United States. It is, in short, a fictional examination of the life of the First Lady that mingles real facts and incidents with the author's imaginative, fanciful, sometimes sexually charged musings. The result is a masterful highbrow-lowbrow mash-up that satisfies as ass-kicking literary fiction and juicy gossip simultaneously.

On the gossip front, the novel doesn't disappoint. From discovering that her grandmother is a lesbian, killing her high school crush with her car at age 16 (this incident at least is based in fact - Laura Bush was involved in a fatal car accident at that age), having sex with his brother, getting an abortion, and descriptions of sex with the president, Alice's antics are sure to have tongues chattering from coast to coast. While we want to stress that American Wife is primarily a work of fiction, we know that there are those of you who can't wait until the book's September release to read a description of the George W. Bush character's penis.",uncertain,training
73,"Does Ron Paul Have Asperger's Syndrome?

In the great tradition of George W. Bush's rumored undiagnosed learning disabilities, might Ron Paul, the libertarian/Republican/racialist candidate for president, have a hidden disorder of his own? Could Paul have Asperger's Syndrome, the autism spectrum disorder characterized by extremely awkward social interactions along with obsessive behaviors and interests? If you've seen Ron Paul on television recently-or taken a glimpse at his platform-there's no question he displays the symptoms.

When he came out to greet Jay Leno on Monday night, Paul walked with his eyes down to the ground. He didn't look his host in the eye (another symptom!), and cackled-grossly inappropriately for a presidential candidate-every time he brought up America's train wreck of an economy (the joke, after all, is on all of us). Check one for impaired social interaction.",uncertain,test
74,"Africa... Bush's secret triumph

For 25 years, I have sought to tell presidents, prime ministers, princes, popes and pop stars about Africa.

There have been occasional successes and many years of frustration and failure.

But this time, to my great surprise, it was the President of the United States inviting me to join him on a visit there.

When I arrived with George W Bush in Rwanda the streets assumed a festive air. They like him.

Prostitutes came to wave him on for saving them and their children's lives.

The President paused here on his whistle-stop tour of Africa to show he and America have tried to share that burden.

In truth, what Bush does or thinks or plans has in political terms become almost meaningless. The curtain is already almost down. Bush has rocked America's core idea of itself and most of the world's idea of America during his presidency.

He may not be forgiven and he certainly won't be forgotten for this.

But while Americans looked away from their unrecognisable selves, America was doing something that rightfully belongs to its own deathless ideal of the good, the fair and the just.

It has been happening quietly and out of sight - the unannounced, unheralded good legacy of this administration.

The great unacknowledged story of America in Africa didn't immediately originate with this President - John Kerry and Bill Frist initiated legislation in 2002 to combat the continent's Aids epidemic.

But it has been accelerated hugely by him, increased by him, argued for by him and monitored by him. It has saved millions of lives and healed broken bodies; more than 1.5million Africans are on lifesaving antiretrovirals (anti-HIV drugs).

And it has put millions of the poorest of the earth - an additional 29million African children - into schools.

It has fed, clothed and watered the hurt and ill.

Unusually, it is being done deftly, slowly and gently with due respect to the dignity of those it seeks to help.

It has not finished and it is still not enough, but it is without any doubt what America is supposed to do, which is why US citizens should know of it.

Why did Bush travel here this week? Perhaps simply to say goodbye as President?

Maybe one day he will return again as a free man with his family - all of whom seem to have fallen in love with this beautiful place - to see up close the impact of his unsung efforts.

Tanzanian politicians have shown how US investment has been spurred by Bush's Millennium Challenge legislation.

And the Liberians thank Bush for the huge overt support that has stabilised their country.

Increasingly effective aid and trade backing good governance have helped provide education, skills and jobs and improve health.

The US gets 19 per cent of its oil imports from Africa and the figure is rising; in China, it's 30 per cent and rising. Now Europe must look more to Africa to avoid Russian oil.

The Chinese and Indians are massive investors in Africa, and so must the West be - but America has begun well.

Americans should feel good about this - and they would, if anyone would tell them about it.

On Air Force One, the President and I discussed this luminous continent, drenched in light and hope, grace and spirit. ""Whoever is President next must understand that Africa is in our nation's interest,"" he told me.

We hear from all the presidential candidates promises to build in a post-partisan manner on the legacy of Bush in Africa - but will they?

A fresh world is being shaped here and it is vital it is understood by America.

I look forward to seeing what the next President will do to continue this great, untold and secret American story.

The story of the African Bush. The quiet triumph of American foreign policy.

There were no votes in helping the poor of Africa, but Bush did it anyway.",uncertain,training
75,"Bush loves cheeseburger pizza

George Bush's chef has revealed the US President's favourite supper - a cheeseburger pizza.

It consists of a standard cheese and tomato base, with the burger's ingredients scattered on top.

At lunch, Mr Bush likes peanut butter and honey on bread, with crisps.

Chef Cristeta Comerford spilled the beans at an annual gathering of the cooks to world statesmen and royals.

She said: ""For dinner the President loves what we call home-made ""cheeseburger pizzas"" because every ingredient of a cheeseburger is on top of a margherita pizza.

""For lunch he loves cinnamon bread with peanut butter and organic honey, with home-made potato chips and pickles.""

She added: ""But he's extremely disciplined and exercises every day. He watches his portion control!""

Cheeseburger pizzas were invented in 2005 by teams on the American version of TV's The Apprentice, who had to come up with a new flavour.

Toppings include ground beef and cheese, ketchup, pickles, gherkins, fried onions, bacon and tomatoes.

Pizza firm Domino's now makes them in the US, and admits a large one has 1,600 calories and the highest level of cholesterol on its menu.

Cristeta was among 24 top cooks meeting in Nice, France. Royal chef Mark Flanagan refused to reveal the Queen's favourite meal, saying: ""That's all she'd ever be given everywhere she goes."" Asked if he cooked for her corgis, he said: ""Yes, er, no comment.""",uncertain,training
76,"Duck! It's George double-shoe Bush

The Iraqi journalist who threw two shoes at George W Bush remained in custody today.

The outgoing US president managed to duck them both in Baghdad.

He shrugged off the bizarre attack by an Iraqi journalist saying ""I'm okay"", before joking later: ""All I can report is it was a size ten.""

He added: ""It's like driving down the street and having people not gesturing with all five fingers.""

Dubya was pelted at a press briefing with Iraqi PM Nouri al-Maliki to mark a troop withdrawal agreement.

Muntadar al-Zeidi, a TV reporter with an Iraqi-owned station based in Egypt, hurled his own shoes, yelling in Arabic: ""This is a farewell kiss, dog.""

Bush aide Dana Perino was hit in the eye with a mic as guards rushed to grab him.

To Arabs, throwing shoes at someone is a sign of contempt.

The US invaded Iraq in 2003.",uncertain,test
77,"George Bush: I said silly things I shouldn't while President

President George Bush admitted he regrets some of his gung ho moments and might write a book about his ""tough calls"".

Referring to his views on Osama bin Laden, he said: ""I regret saying some things I shouldn't have said, like 'dead or alive' and 'bring 'em on'.

""My wife reminded me that, hey, as President, be careful what you say.""

He told CNN he should not have stood in front of a sign saying Mission Accomplished a month after the Gulf War started.

He said of the sign on board the USS Abraham Lincoln: ""It was aimed at the sailors on the ship. To some it said Bush thinks the war is over when I didn't think that.""

Bush will head home to Texas after leaving office in January maybe to write.

""I want people to know what it was like to make some of the decisions.""",uncertain,training
78,"$700 billion bail-out: Could George Bush be crying wolf yet again?

In October 2002 George Bush held a gun to the world's head.

Saddam Hussein posed a ""grave threat"", the president insisted, justifying the invasion of Iraq.

Six years on and Bush's finger's again on the trigger, this time over the $700billion bail-out of US banks.

Just as before, he said it was an open-and-shut case - approve the deal or face financial Armageddon.

Yet the war in Iraq proved Bush wrong. Could his latest apocalyptic judgment be just as wrong?

Early this morning the Senate voted for the package, but it is still not a done deal - and has to go back to the House of Representatives.

Critics of those dissenters who voted down the rescue package in the House of Representatives earlier this week accused politicians of thinking of themselves with elections looming.

But others could argue they were listening to the very people who elected them, the vast majority of whom bitterly oppose the deal. Many say the high-stakes card sharks gambled big and they've lost big - and they were betting with our money.

The taxpayer resents having to put his hand in his pocket just so fat cats can do it all again. The feeling is, heads they win, tails we lose.

Killing off the proposal would have shown Congress was in touch with voters. If only it were as simple as that. Rejecting the deal would have made the situation a whole lot worse. It may seem as if banks are dropping like flies now. Without a massive cash injection, many more will fail.

Paralysis of the money markets, recession and raging unemployment threaten to ensue.

But despite the inevitable pain, the world will go on turning.

Those ""bad"" banks still with toxic debts are likely to go the wall but the ""good"" ones will thrive. The downside is less competition when it comes to current accounts, loans and mortgages. And the taxpayer will pick up the tab one way or another. More banks will be nationalised, as has happened with Northern Rock and Bradford & Bingley.

And the economy, already reeling, will take an almighty hammering.

Investment bank BNP Paribas believes the UK economy alone will take a $200bn hit over the next five years if the deal does not go through.

Yet some believe there is a third way that prevents all-out anarchy without lumbering the British taxpayer with dodgy assets.

One option is to buy shares in troubled banks. That way it would still inject the necessary money and enable the taxpayer to benefit from the bank's long-term recovery.

Others argue the only way to cure banks of their innate greed is to rip up the rule book and start again.

Only with this level of shock to the system are City dealers likely to change their ways.

It might seem like a doomsday scenario but it could teach the banks a lesson that ensures we never find ourselves in this mess again.",uncertain,training
79,"US President George Bush reads The Cat In The Hat to Tanzanian students

George Bush works on his reading skills on a trip to a girls' school in Tanzania.

The President looked nervous as he prepared to read from The Cat In The Hat to students in Arusha.

But there were no nerves when he was given a present by a giant Masai woman. Dubya stepped forward for a hug and a kiss, despite being a good foot shorter than the gift-bearer, and then embraced one of the woman's shorter companions, left.

The President's visit is part of a six-day trek through five African nations highlighting his program to tackle malaria.",uncertain,test
80,"Tom Hanks' son gets engaged

Colin to tie the knot

Colin Hanks - who starred alongside Anna Faris in The House Bunny - popped the question to New York-based publicist Samantha Bryant. His stepmother Rita Wilson was so pleased for the couple she gave Samantha a $10,000 designer handbag to congratulate her. The 31-year-old, who is Tom's eldest son from his first marriage to the late Samantha Lewes, has always enjoyed a close relationship with his father.

Tom even revealed he forced his way into his son's new movie. The Oscar winner was so impressed with the script for comedy-drama The Great Buck Howard he decided he wanted to play his son Colin's on-screen dad whether he liked it or not. Tom, 52, said: ""I selfishly attached myself as the dad. I didn't even ask Colin, I just said, ""Hey listen, I'd like to play the dad."" He kind of rolled his eyes and said, ""Well yeah, I can see why."" And that was that.""

Colin also appeared in the 2005 remake of King Kong and Oliver Stone's W. - based on the life and presidency of George W. Bush.",uncertain,training
81,"""Behead soldier"" plot terror gang go free

Three convicted terrorists who plotted to kidnap and behead a British Muslim soldier have been freed early from jail.

Hamid Elasmar, 46, Zahoor Iqbal, 32, and Mohammed Irfan, 33, were all caged less than two years ago.

They had been given between three and seven years for helping to plan the Birmingham kidnap of a squaddie, who they plotted to behead ""like a pig"" in a lock-up garage.

But the trio have now been released early for good behaviour.

During their trials, a court heard how the gang met at Elasmar's Edgbaston council flat to plot the release of video footage of the planned killing.

Plot mastermind Parviz Khan, 39 - now serving 14 years - was recorded by security services saying he intended to parade the soldier's head on a pole.

Khan told Elasmar: ""We'll cut it off like you cut a pig, man. Then you put it on a stick. Then we throw the body, burn it, send the video.""

Birmingham Central Mosque chairman Dr Mohammed Naseem aims to visit the men next week.

He said: ""If they planned something like this they are in the wrong about their Islamic obligations. We would want to re-educate them.""

Elasmar plus Iqbal, from Kingstanding, and Irfan, from Ward End, remain on a Bank of England watchlist restricting their bank accounts, freezing their assets and imposing caps on financial transactions.",uncertain,test
