id,body,y,dataset
110,"Cigarette packaging to be made of excrement, nettles and misery

The EU has ruled that all cigarette packaging should be made of a combination of human faeces, stinging nettles and misery in an effort to discourage smokers.

""There is considerable evidence that handling a combination of faeces, nettles and misery will prove off-putting to most people,"" said health campaigner Simon Williams.

""Particularly amongst the young who consider having all stung fingers that smell of excrement to be really quite ""uncool.""""

Targeting the packaging of cigarettes is a popular tactic around the world.

The US has seen considerable drops in smoking since legislation came in requiring all cigarette packaging to be entirely explosive, in Brazil the packaging is made out of acid, and, famously, cigarette packaging in Australia is infused with the tears of the children of smokers.

Smokers remain unconvinced, however.

""Well no, obviously it's not very nice; the excrement, nettles and misery,"" said 60-a-day smoker Eleanor Gay.

""But I bloody love my fags, so it won't put me off, I don't think.""

Mr Williams revealed that the packaging could actually have been much worse.

""Oh yes,"" he said, chuckling a little.

""The original idea was to make all cigarette packaging out of mouldy lung.

""But we abandoned that idea because we found that people just assumed it was a haggis.""",low,test
111,"Death Sentences in India Usually End in Question Marks, Study Finds

India aggressively imposes death sentences but hardly ever executes anyone.

A new study conducted by the National Law University, which is led by high-ranking judges and lawyers, found that 1,810 death sentences were issued between 2000 and 2014, but only four people have been executed.

Among the prisoners interviewed for the study, the median wait for a ruling on their appeal was six and a half years, with one prisoner waiting more than two decades to learn his fate.

The study, which was made public on Friday, is the first major effort in India to interview a large group of death-row prisoners and evaluate their treatment. The authorities in India's prison and court systems did not review the report and have not offered any reaction.

More than 95 percent of death sentences imposed since 2000 were overturned or commuted by higher courts, the study found. But the prolonged uncertainty prisoners faced had a profound psychological effect on them.

Isolation had an effect ""amounting to torture""

Some prisoners were ""extremely hopeful,"" according to the report, and others said that they ""would rather be executed than live a life with the possibility of an execution looming large.""

Among those interviewed for the report was a man identified as Jayakanthan -- like other subjects, he is identified by a pseudonym for his protection. He ""blinked continuously for the first few minutes,"" the report's authors wrote, because he was kept in a cell with no source of sunlight for all but 20 minutes a day. His only human contact was with the guard outside his cell, the report said, and he told researchers that his primary interaction was with lizards that he had lured by sharing his food.

""He felt that the noises made by the lizards were to thank him for feeding them,"" the report said. He also told the researchers that the lizards kept visiting his cell, not for food but to ""make noises as though talking to him as their friend.""

Other prisoners reported that they were tormented by mosquitoes during their long incarceration, or that they were kept awake by a light bulb in their cell that burned through the night.

'Nobody tells them anything' about the progress of their appeals

The study described ""a complete lack of engagement"" between defense lawyers and their clients on death row, and it suggests that lawyers were not inclined to do more because of the ""extremely low fees"" that defendants' families were able to pay.

Among 258 prisoners interviewed about their legal representation, nearly 77 percent said that they had never met their lawyers out of court, and that their interactions in court were ""perfunctory."" More than 70 percent complained that their lawyers did not discuss case details with them, mostly talking about how they would get paid.

Prisoners complained that legal aid lawyers, at the trial court and appellate court levels, tried to extort money from the families of death-row prisoners, threatening not to turn up for hearings unless they were paid. With a few exceptions, death row prisoners ""remained ignorant of the whole process, and also of their fate, whether they will live or die,"" said Anup Surendranath, the report's lead author. ""They become the most irrelevant person in the whole process.""

Uncertainty itself becomes the source of psychological strain

With no access to information about their appeals, prisoners interviewed for the report said they ""spend their time constantly wondering if the end has come, every time the huge iron doors of the barracks are pushed open.""

One prisoner, whose appeal was rejected after a six-and-a-half-year wait, said he had only learned that his execution would proceed when he saw it announced on the television news he was watching in prison. He became so agitated that he tried to kill himself with a piece of floor tile before the state could execute him. The day before he was to be hanged, he learned that the Supreme Court had stayed his execution.

A prisoner convicted of murdering his five daughters described a meal of lentils, flat bread and vegetables, which he was told would be his last. He had mixed feelings upon learning he would be hanged: He feared death, he said, but he was also grateful that the uncertainty of death row would come to an end.

The day he was to be executed, the Supreme Court issued a stay order, in a painful twist, on the grounds that he had never received official notice that his petition for mercy had been rejected.",high,test
112,"Slovenia planning to re-open embassy in Tehran

Slovenia is initiating a program to re-open its embassy in Tehran, Iran, after the cabinet launched procedures to this effect at its weekly session on Thursday.

The Slovenian government said it was eager to resume its diplomatic relations with Iran when international sanctions against Iran were lifted earlier this year, hoping to promote their advancement of political and economic ties.

""There is extensive potential for expansion of bilateral ties, which is why Slovenia must take steps to bolster its presence and promotion in Iran,"" the Slovenian Press Agency (STA) reported, quoting the government's decision.

""An embassy would provide a suitable framework for supporting the Slovenian economy in its efforts to enter the 80-million-strong market and one of the most promising markets in the Middle East,"" the government added.

Slovenia operated an embassy in Tehran until 2013, before shutting it as part of austerity efforts. The decision was influenced by the fact that the development of bilateral ties had been hampered at the time by international sanctions.",high,test
113,"Greta Van Susteren's Annapolis home finally sells -- for significantly less than listing price

After a little over a year on the market, Fox News anchor Greta Van Susteren's Annapolis home finally sold.

The historic Annapolis abode, built in 1776, was first listed in April 2014, with an asking price that at one time exceeded $1.95 million. Despite local real estate agents raving about its charm, history, private courtyard and prime downtown location, it went through several price drops before selling for $1,050,000 on March 23.

""It was significantly undersold for the market,"" a Coldwell Banker agent said, calling it an isolated incident and adding that most historic homes in the area tend to sell for a price pretty close to the listing price.

The five-bedroom brick home was bought in 2010 for $1.76 million, with Van Susteren's lawyer husband John Coale on the deed.

The new owners are listed only as the firm ""1756 Partners LLC"" -- apparently a business entity set up for the sake of shielding their identity from public record.",high,test
114,"WHO highlights hand hygiene in health care

The World Health Organization (WHO) urged all health care workers to increase safety through improving hand hygiene and reducing health care-associated infections, a UN spokesman told reporters here Thursday.

An estimated 8 million lives can be saved worldwide every year in hospitals alone by halting surgical site infections and other health care-associated infections, UN spokesman Stephane Dujarric said at a daily news briefing here, citing information from the WHO, which provided the figures to mark Hand Hygiene Day.

Hand hygiene as part of an infection prevention and control program in all settings that support surgery, prevents patient infection and reduces an avoidable burden on health systems.

Hand Hygiene Day is observed every year on May 5 across the world.

The primary focus of this year's Hand Hygiene Day campaign is improving hand hygiene practices in all surgical services through the continuum of care, from surgical wards to operating theatres, to outpatient surgical services.",high,test
115,"Drake does the chart double

Drake has scored a number one double bill - topping both the UK single and album chart.

His latest album, Views, has knocked Beyonce's Lemonade off the top, pushing it into second place.

Billy Ocean and Travis both have new entries in the top five.

Drake's One Dance remained top of the singles chart, while Calvin Harris and Rihanna's track This is What You Came For was a new entry at number two.

There were no other new entries in the whole of the top 40 singles chart.

Canadian rapper Drake's album is the second fastest seller of the year so far, according to the Official Charts Company, notching up sales of 78,000 and putting it just behind David Bowie's Blackstar for quick sales.

It is his fourth studio album - and fourth chart-topper.

Prince still has four albums in the top 40, with The Very Best Of... the highest placed, at number three.

Billy Ocean's return to the chart is a combination of a new album, Here You Are, and a bonus Best Off... featuring the likes of Caribbean Queen and When the Going Gets Tough.

Scottish band Travis have now released eight studio albums, with their latest, Everything at Once, landing in the chart at number five.

Other new album chart entries include Tremonti (16), Rob Zombie (25) and Brian Eno (28).",high,test
116,"Eta member jailed for 92 years for plot to kill Spanish king

Eneko Gogeaskoetxea Arronategui planned to throw grenades at Juan Carlos during Guggenheim Museum opening in 1997

A Spanish court sentenced a member of the Basque separatist group Eta to 92 years in prison over a failed plot to kill Spain's king at the opening of Bilbao's Guggenheim Museum in 1997.

Eneko Gogeaskoetxea Arronategui and another Eta member had planned to lob grenades at Juan Carlos during the inauguration in northern Spain, according to the national court.

But police stumbled upon the plot as the two men, dressed as gardeners, were attempting to hide the weapons in flowerpots outside the museum five days before its scheduled opening on 18 October.

Gogeaskoetxea shot dead a police officer at close range in an ensuing firefight and managed to escape, the court added.

Gogeaskoetxea, 49, was arrested in the Cambridge, England, in July 2011 - where he had been living for several years under a false identity - after a fellow Spaniard recognised him at a squash club.

He was sentenced to 30 years in jail for murdering a police officer and another 15 years for conspiring against the monarchy. He was handed down a further 47 years behind bars for several other crimes related to the plot, including forgery of public documents and possessing weapons.

Under Spanish law, a convicted criminal can serve a maximum sentence of 40 years in prison, unless he is convicted of carrying out deadly terrorist attacks in which case a life sentence is possible.

Gogeaskoetxea's lawyers had fought against his extradition to Spain, arguing that he faced a real risk of ""a flagrant denial of justice"" in the country because the accusations against him were based on the confessions of a co-defendant who was allegedly denied proper access to a lawyer.

Britain's high court rejected the appeal in 2012 and he was extradited.

Eta has been blamed for more than 800 killings in its campaign of bombings and shootings to create an independent Basque territory in north Spain and south-west France. The group's last deadly attack in Spain was in August 2009.

In October 2011, it declared a ""definitive end to armed activity"" but it has yet to formally disband or disarm as the Spanish and French governments demand.

Eta has been linked to several other assassination plots on Juan Carlos, 78, who abdicated the throne to his son Felipe in 2014.",high,test
117,"British researchers reveal engine for future nano-machines

Researchers at the University of Cambridge have revealed recently in a new study that they have built the world's smallest engine.

The tiny engine, just a few billionths of a meter in size, uses light to power itself and could form the basis of future nano-machines that can navigate in water, sense the environment around them, or even enter living cells to fight disease.

The prototype device is made of tiny charged particles of gold, bound together with temperature-responsive polymers in the form of a gel.

When the tiny engine is heated to a certain temperature with a laser, it stores large amounts of elastic energy in a fraction of a second, as the polymer coatings expel all the water from the gel and collapse.

This has the effect of forcing the gold nanoparticles to bind together into tight clusters. When the device is cooled, the polymers take on water and expand, and the gold nanoparticles are strongly and quickly pushed apart, like a spring.

""We know that light can heat up water to power steam engines,"" said Dr. Ventsislav Valev, co-author of the study published in the journal PNAS earlier on Monday and now based at the University of Bath. ""Now we can use light to power a piston engine at the nanoscale.""

Professor Jeremy Baumberg from the Cavendish Laboratory at the University of Cambridge, who led the research, has named the devices 'ANTs', or actuating nano-transducers.

""Like real ants, they produce large forces for their weight. The challenge we now face is how to control that force for nano-machinery applications,"" he said in a statement.",high,test
118,"Young Chinese chase high returns with little concern for risk: survey

China's college students increasingly use wealth management services, but still need to learn that risk and return are proportionate, a survey by Tsinghua University and Ant Financial shows.

Over one third of Chinese college students expect their investments to generate an annual return over 10 percent, and over 60 percent believe that there are investment options with high returns and very little risk, according to the report, which polled 5,000 Chinese college students born in the 1990s.

Such high expectations and lack of risk awareness, the report said, could make college students vulnerable to questionable products that downplay the risks that usually justify high returns.

The report found that students appeared more interested in opportunistic gain than in prudent investment decisions. Over 40 percent said they invested in stocks, the top option, despite the high volatility of China's stock market.

The report advised that investment knowledge be incorporated into the national curriculum to help the new generation put wealth management into perspective.

Over 80 percent of students surveyed agreed that they needed to learn the basics of investment and more than half expected to learn them in class.",high,test
119,"Expert helped Los Angeles police hack Apple iPhone: court records

A cellphone expert overrode the lock function on an Apple iPhone to help Los Angeles police in a homicide investigation around the time U.S. authorities were battling the company to open other phones in criminal cases, court records showed on Thursday.

The successful hack of the iPhone 5s in the Los Angeles case is another sign U.S. authorities are turning to third-party contractors to unlock smartphones rather than relying on manufacturers like Apple Inc, which helped in the past. The third-party hacks have Apple racing to strengthen its encryption technology.

Los Angeles police gained access to the iPhone of April Jace, the wife of ""The Shield"" actor Michael Jace, who is accused of shooting her to death, at their home in May 2014.

Police investigators learned on March 18 that a forensic cellphone expert, whose identity was not released, could ""override the locked iPhone function"" on April Jace's phone to extract data, Detective Connie Zych wrote in a search warrant affidavit.

That was around the time the U.S. government was locked in a legal battle with Apple over requests the company unlock the iPhone 5c used by Rizwan Farook, one of the shooters in the San Bernardino killings.

Apple refused to bypass the encryption features on Farook's phone on grounds it could undermine security for all users. The company declined to comment on the Jace case.

The override of April Jace's iPhone 5s was less of a technical feat than the unlocking of Farook's iPhone 5c.

Jace's phone predated the iOS 8 operating system, which Apple introduced in fall 2014 with strengthened encryption methods. The contractor who unlocked Farook's iPhone 5c had to get past iOS 9, an operating system released in September 2015.

Apple helped authorities gain access to iPhones about 70 times before changing its position last year, court documents have shown.

It was unclear which OS was installed on Jace's iPhone. Her killing came after Apple released iOS 7, but before iOS 8.

In another high-profile case, the U.S. Department of Justice fought Apple in court seeking to force the company to assist authorities in accessing an iPhone 5S with iOS7 seized as evidence in a New York drug case.

Last month, the Department of Justice dropped the effort when it disclosed someone provided authorities the passcode to the device.

The hack of April Jace's iPhone appears to be related to an order in January by the judge to allow Michael Jace's defense team access to the phone.

Michael Jace's attorney in January argued in court the actor suspected his wife was having an affair and may have become enraged moments before the shooting, after seeing something on her iPhone, according to a report at the time from the New York Daily News.",high,test
120,"Irish finance minister Noonan re-appointed

Irish Finance Minister Michael Noonan was reappointed to his position on Friday after the re-election of Prime Minister Enda Kenny earlier in the day ended 10 weeks of political deadlock.

Noonan, one of the longest-serving members of the euro zone's group of finance ministers, has suffered from ill health but was a key part of the team that secured the parliamentary support for Kenny's re-election.",high,test
121,"Digging for growth in China? Not quite yet, say excavator makers

The makers of China's excavators and bulldozers should be rejoicing: after two years of consecutive monthly declines, overall sales were up in the first three months of the year, while property sales and construction activity revived.

Not so, say dealers, consultants to the industry and construction equipment manufacturers themselves: a stronger start to 2016 is less the start of a tepid recovery than a temporary blip. It is only masking continued pain for a sector that flourished during the construction frenzy that propelled China past the global financial crisis.

New emissions rules drove sales, but factories that once churned out excavators and loaders are still working only at a fraction of capacity - as little as 20 to 25 percent, they said.

Choking off new sales, machines bought at the peak are still barely used, while fleets of equipment seized from bankrupt contractors are clogging the second-hand market.

Rosier economic indicators earlier this year - including a pickup in construction - prompted more than a few economists to revise higher their predictions for China's 2016 growth. April data, though, is less robust, raising concerns that any resurgence may be fizzling out.

A Reuters reporter's visit to dealerships on Beijing's outskirts found a half-empty dealer compound and deserted forecourts, where new excavators and forklift trucks still in their packaging were lined up alongside battered used models. There was no sign of buyers.

Speaking at a dealership in Beijing's northeastern suburbs that sells Guangxi LiuGong Machinery Co's equipment, manager Dang Yongli said that at the peak, he could barely keep up with demand for new machines.

""Many customers just couldn't wait. They would go to LiuGong directly, and line up outside the workshop,"" he said. Now, two out of every three machines he sells are used.

The slack in the system means even the world's largest heavy equipment maker, Caterpillar Inc, cautiously optimistic and more positive than some, urged caution last month.

Back outside Beijing, Han, a salesman for domestic brand Lonking Holdings said January to April saw growth in large part because of new emissions rules that had customers pulling forward purchases to get cheaper deals. He said the demand won't hold.

""We've been losing money, and we still are,"" shrugged Han, who would only give his surname.",high,test
122,"Oil drillers dig for the bottom for rig counts

For the past year and a half, a chart of the number of U.S. oil rigs in operation has resembled a death-defying ski slope - but soon it may be time to get back on the chair lift.

The U.S. rig count may finally be bottoming out as U.S. oil companies look for oil prices to rally just a bit more, a signal that the time has come to deploy more capital and get production moving again, analysts say.

The number of active oil rigs in the United States has fallen for seven consecutive weeks, as of data released Friday. Some believe the rig count will start to rise, as drillers plan to ramp up production if benchmark U.S. crude reaches the trigger level of $50 a barrel. U.S. crude prices hit a year-to-date high of $46.78 last week.

In the past two weeks, oil producers including Anadarko Petroleum Corp and Pioneer Natural Resources have cited an improving outlook for oil prices, executives said on calls discussing earnings. Dave Lesar, chief executive of oilfield services provider Halliburton Co, said he believes the rig count has hit a bottom and likely will rise this year.

The U.S. rig count generally reacts to prices with a three or four-month lag, so following the nadir for crude in February, it should bottom in the next month, Morgan Stanley's head of energy commodity research Adam Longson said in a report this week.

""The same analysis also suggests a notable increase in rig activity may be ahead - potentially reversing much of the decline over the past several months,"" he wrote.

Some companies are already resuming drilling on wells that had been put on hold, known as drilled-uncompleted projects, and planning to drill new wells.

""Our estimates are that at $45-$50 WTI some of the light tight oil goes into production,"" said Mark Routt, Chief economist in the Americas for KBC Advanced Technologies, referring to a technical name for the type of oil in shale formations. ""When you have the front of the market lift, as it has done, it makes it that much easier to justify coming back on.""

U.S. crude prices, after hitting their year-to-date high on April 29, have gained support from output disruptions in Canada during the past week, indicating that the market is becoming more responsive to fundamental supply concerns that have often failed to elicit a price response during the rout.

Companies are expected to be cautious as they redeploy rigs, so the count will not rapidly accelerate and blunt the impact of the increase in crude prices.

The current count of 332 rigs is unlikely to surge back to the 668 seen a year ago, to say nothing of 2014's peak north of 1,600 rigs.

Exploration and production companies have planned for capital expenditures at about half of last-year's levels. If companies stay consistent with this guidance, the rig count should remain fairly flat, said Bob Brackett, a senior research analyst at Sanford Bernstein in New York.

Brackett cited an analysis of drilling data from Texas showing a six-month lag between the time when rigs are deployed and when the well pad hits peak production. So even as rig counts increase slightly, ""we still see a six-month lag with supply response,"" Brackett said.

Companies also are likely to be highly selective in which rigs they deploy as they increase drilling operations, said Fadel Gheit, senior energy strategist at Oppenheimer & Co. Companies are likely to only drill top wells as they will be wary that prices could decline again, he said.

""It's easier to cut than to redeploy,"" said Gheit. ""The companies have very little wiggle room, there is no room for error. You miss you're dead.""",high,test
123,"UN highlights role of midwives in achieving development targets

The United Nations on Thursday highlighted the role of midwives in achieving development targets as some 300,000 women still die every year during pregnancy and childbirth and almost 3 million babies do not survive their first four weeks of life.

Yet a majority of these deaths could be averted by trained midwives, the world organization said as it marked the International Day of the Midwife with a call for strengthened skills and investments in midwifery.

""Midwives are our heroes and the backbone of sexual and reproductive health. Let us support them and the women and newborns at the heart of their care,"" said Babatunde Osotimehin, the executive director of the UN Population Fund (UNFPA).

Saluting the contribution of midwives to saving the lives of women, adolescent girls and newborns, sometimes under very difficult circumstances, Osotimehin said that midwives are essential to achieving the Sustainable Development Goals (SDGs).

SDGs were approved by world leaders in September last year to serve as the blueprint for the global development efforts for the next 15 years.

""Well-trained and supported midwives working in communities are uniquely positioned to provide the compassionate, respectful and culturally sensitive care a woman needs during pregnancy and childbirth,"" he said.

""Midwifery is equally important for newborns during the critical first month of life, and is a significant contribution to sexual and reproductive health in general,"" the executive director said.

The International Day of the Midwife is observed annually around the world on May 5. This year's theme is Women and Newborns: The Heart of Midwifery.

The UNFPA chief noted that while in the past 25 years, the world has almost halved maternal deaths, the vast majority of these largely preventable deaths take place in developing and crisis-affected countries.

""If deployed in larger numbers, trained midwives could avert approximately two thirds of these deaths. Significant investments in midwifery are essential if the world is to achieve its ambitious goals of reducing maternal and newborn deaths,"" Osotimehin said.

For its part, UNFPA is helping to train and support thousands of midwives in more than 100 countries.

Meanwhile, the executive director also highlighted a recent survey estimating that in 57 of these countries, the agency has trained 66,000 midwives over the past seven years.

""These critical health-care providers can help more than 11 million women give birth safely each year, but much more needs to be done,"" he said.

""On this International Day of the Midwife, we at UNFPA renew our commitment to working with global partners and countries to strengthen midwifery skills and capacities,"" he said.

""We call on countries to acclaim and reward midwives who are working in challenging and hard-to-reach areas, where their services are most needed,"" he added. ""We also urge countries to invest in quality training, good working conditions, decent salaries, adequate workforce policies and possibilities for professional growth.""",high,test
124,"Canada fire evacuee convoy halted due to smoke, flames: police

Police have temporarily stopped allowing evacuees stranded north of the town of Fort McMurray, Alberta, to drive south through the burning city because of heavy smoke and huge flames near the highway, a police spokesman said on Friday.

A convoy of some 1,500 vehicles started early on Friday, traveling in groups of about 50 with police escorts. Sergeant Jack Poitras said no drivers had needed to turn back partway through the drive.",high,test
125,"FCC confirms approval of Charter, Time Warner Cable merger

The U.S. Federal Communications Commission confirmed on Friday that it had voted to approve Charter Communications Inc's acquisitions of Time Warner Cable Inc and Bright House Networks.

The deals, which would create the second-largest U.S. broadband provider and third-largest video provider, now need approval from regulators in California.

A state administrative judge last month recommended that California's public utilities commission approve the deal. The decision is expected at a May 12 hearing.

Tom Rutledge, president and chief executive of Charter, said in a statement Friday that the transactions have ""significant benefits"" including greater competition, broader access to affordable broadband, and new U.S. jobs. The FCC-imposed conditions ""are largely extensions of the longstanding consumer friendly values and practices of our company,"" Rutledge said.

A majority of the five-member FCC voted to approve the deals earlier this week.

The FCC said in a statement Friday that an ""order detailing the commission's reasoning and the conditions will be issued in the coming days.""

Charter has valued its deal for Time Warner Cable at $56.7 billion, excluding debt, and the acquisition of Bright House at $10.4 billion.

The U.S. Justice Department gave antitrust approval to the acquisitions with conditions on April 25 and earlier Charter and Time Warner Cable shareholders approved the companies' deal.

The Justice Department's approval carried conditions designed to protect competition, coming at a time when the pay television industry faces stagnation due to new competition from over-the-web rivals like Netflix Inc and Hulu.

The Justice Department said Charter agreed to refrain from telling its content providers that they cannot also sell shows online as part of the approval process.

The conditions placed on FCC approval would require Charter to extend high-speed internet access to another two million customers within five years, with one million served by a broadband competitor, FCC chairman Tom Wheeler said.

Charter, backed by billionaire John Malone's Liberty Media Corp, had pursued Time Warner Cable as far back as 2013.

The two companies had acrimonious exchanges in 2013 and early 2014 that ended with Time Warner Cable rejecting unsolicited approaches by Charter and instead finding a white knight in Comcast Corp, the No. 1 U.S. cable services provider, which ultimately abandoned the transaction.

Separately, the FCC on Tuesday approved European telecoms group Altice NV's acquisition of U.S. cable company Cablevision Systems Corp in a $17.7 billion deal that includes assumption of debt.

The Dutch firm still needs approval from the state of New York and New York City. If the deal is approved, Altice would become the fourth largest U.S. cable provider. Cablevision has 3.1 million subscribers, mostly in New York, New Jersey and Connecticut.",high,test
126,"Enda Kenny approved as prime minister by Irish parliament

The Dail Eireann,the lower house of Irish parliament, voted on Friday to seat Fine Gael (United Ireland Party) leader Enda Kenny as Taoiseach (prime minister).

Kenny, current caretaker Taoiseach, was nominated for the position for the fourth time since the Feb. 26 general election.

In Friday's vote, Kenny secured 59 votes in favor and 49 votes against. He got the support of his party of 50 and 9 independent TDs (members of parliament), which guarantees him forming a minority government with independent TDs.

Kenny is first Fine Gael leader to be reelected Taoiseach, while the 59-49 vote was the lowest level of support in the country's history.

All 43 TDs from Fianna Fail (Republican Party), Fine Gael's main rival, abstained in the vote.

During his acceptance speech, Kenny pledged to work together in the best interest of all Irish people.

He said he will oversee the implementation of the program for the government and oversee political reforms, adding his country faces many challenges.

Kenny said that while the government got Ireland back from the edge of an economic cliff, he recognized that not everyone has experienced the recovery.

After the vote, Kenny went to Aras an Uachtarain (presidential office) to receive his seal of office from Irish President Michael D Higgins.

He will then return to Leinster House, the seat of the Irish parliament, and formally select his cabinet minister before leading them into the Dail Eireann later on Friday. The new ministers will take over their departments on Monday.

Last week, Fine Gael and Fianna Fail agreed on a minority government deal after weeks of talks.

During final talks, Fianna Fail agreed to support the Fine Gael-led minority government over three budgets and there is a broad agreement on a range of fronts, including rent supplement increases and water charges.

A minority government would mean that Fine Gael or Fianna Fail would need to secure support from other parties on an issue-by-issue basis in order to get legislation through.

Fine Gael, which has 50 seats in the Dail Eireann, is still the largest party in Ireland in terms of members of parliament.",high,test
127,"""Starving"" cancer cells a key to new tumor treatments: Aussie researchers

Australian researches believe ""starving"" cancer cells could be the key to prevent the growth of tumors, paving the way for the development of new cancer-beating drugs.

Scientists at the Australian National University (ANU) in Canberra announced the breakthrough on Friday, in which they found and blocked a vital ""supply route"" that cancer cells use to obtain nutrients and grow.

Professor Stefan Broer from the ANU Research School of Biology said his team identified the ""gateways"" through which cancer cells ""feed"", blocked them and then found the cells almost completely stopped growing, in a discovery which could revolutionize chemotherapy and save lives.

""This should lead to chemotherapy with much less serious side-effects, as normal cells do not use glutamine as a building material,"" Broer said in a statement released on Friday.

""Crucial white blood cells, which current treatments damage, could be spared, and it could cut out the hair loss that chemotherapy causes.""

He said that most cancer research undertaken currently is focused on one particular strain of cancer cell, whereas his team's discovery could be used to stop the growth of hundreds of different cancer types.

""This is likely to work in a wide range of cancers, because it is a very common mechanism in cancer cells,"" Broer said.

He added that his team initially identified one ""gateway"" which it blocked by disabling the cells' ""glutamine transport mechanism,"" but the cancer found another way to feed on nutrients. The team then found and blocked a second gateway and the cancer cells stopped growing.

Lead author Angelika Broer, also from ANU Research School of Biology, said cancer research was improving in leaps and bounds as technology gets better, with the ANU team to use robots to test ""thousands"" of potential cancer stopping drugs for their ability to successfully block the gateways.

""It is an exciting time to do cancer research. We now have precision tools in our hands to manipulate the genome of cancer cells, allowing us to address problems that were difficult to solve previously,"" Broer said.

""We have developed a set of tests which make it very easy to determine if a drug is targeting glutamine transporters.""

""This means we can set robots to work and that will test tens of thousands of drugs for us over the next year or two.""",high,test
128,"Syrian government forces try to storm prison after inmates revolt, monitor says

Syrian government forces fired tear gas and live ammunition into Hama prison on Friday as they tried to put down a revolt by its inmates, a monitoring group said, and an opposition source said some prisoners had choked from the fumes.

The prison has been surrounded by government forces since hundreds of prisoners rioted and seized several guards on Monday, the Syrian Observatory for Human Rights said. Friday's fighting was the second attempt to storm the prison in the western part of the country, the Britain-based group reported.

A Syrian opposition official in contact with prisoners said security forces had fired an unidentified gas into the facility, causing 25 cases of suffocation but no deaths.

The official said Syria's main opposition body, the High Negotiations Committee, had informed the United States and the U.N.'s Syria envoy about the situation. The HNC earlier said it held the international community responsible for a ""massacre"" of inmates it expected government forces to carry out.

The Syrian interior ministry has denied ""reports ... about Hama central prison"", but has not elaborated on the issue since Monday.

Syrian insurgent groups, including the powerful Islamist Ahrar al-Sham, threatened to shell all the bases of government forces in Hama province if Damascus did not meet the demands of the inmates.

The prisoners rioted to protest the attempted transfer of some of them to Sednaya military prison, north of Damascus, and because trials had been postponed, the Observatory said. The HNC said they wanted better conditions in jail.

Earlier on Friday, the Observatory said, negotiations had led to the release of dozens of prisoners.

Those held in the jail include political and Islamist prisoners. International rights groups say thousands of detainees are held in Syrian government prisons without charge and many of them are subjected to torture, a claim denied by the authorities.

The Syrian conflict began in 2011 with popular protests against President Bashar al-Assad, and spiraled into civil war after a crackdown by security forces.",high,test
129,"My Crowdfunding Campaign: A shipping container for your pens

Phil Foss raised more than $1,300 in one day for his shipping-container pen holder on Kickstarter.

Who: Phil Foss, 37, a web developer at Higher Logic, an Arlington-based software firm. Foss is also the founder of Tyo Toys, a line of products inspired by street art and graffiti.

What: A desktop pen-holder that looks like a shipping container.

Where: Fairfax, Va.

Raised: $1,369 (as of May 5) of a $300 goal. The campaign began May 4 and goes through June 3.

What's the pitch?

Phil Foss is what you might call a connoisseur of corrugated plastic.

Ever since he stumbled upon the ribbed material two years ago, he's been looking for way to incorporate it into new products.

His latest creation: A pen-holder that looks like a shipping container.

""I was looking for something that was very simple to produce, and this is what I came up with,"" Foss said. ""The shape itself is simple -- it's just an open-top rectangle -- and the ridges are good for hanging pens.""

He fashioned a quick prototype using a sheet of plastic and four bolts, and posted it on Instagram to show his 4,700 followers.

Immediately, someone from California placed an order. He bought 250 of the containers, emblazoned with a company logo for Built Rite Industries.

""I wasn't expecting that,"" he said. ""It looked cool so I thought people would want it, but it happened very fast.""

After that, he decided to try his hand at Kickstarter. Earlier this year, Foss used the crowdfunding site to raise $1,561 for a Hot Wheels driftpad -- a corrugated plastic surface that allows toy cars to ""drift"" or have their tail end swing out as they corner.

""That turned out really well,"" he said, adding that he has sold more than 300 driftpads to date. ""So I thought, maybe I'd do it again.""

How did you come up your $300 goal for the pen holder?

""I set a low bar,"" Foss said. ""I think people enjoy over-funding something simple.""

Foss said he knew he didn't need too much money to get started.

He already had a U.S. manufacturer lined up, and the actual containers don't cost much either: A single prototype is about $60, but if he orders 50, he gets them for $5 a piece.

He decided to set a goal of $300 to cover his first 50 products, as well as shipping costs. A $14 pledge on Kickstarter will get donors one blue shipping container; for $24 they get two, one blue and one orange.

""There are decent margins as long as I have the quantity,"" Foss said.

But, he added, ""selling plastic doesn't pay the bills.""

For that, he has his day job as a web designer. Foss has a degree in graphic design from James Madison University and in his spare time runs Tyo Toys, a line of products inspired by street art and graffiti.

How quickly did you meet your goal?

Wednesday morning, before he'd even gotten his coffee, Foss sat down at his work computer and set up his Kickstarter campaign.

It went live at 10:51. Then he waited.

""It was a couple of hours of nothing,"" he said. ""I was getting worried. I thought, 'What if people don't think this is that cool?,' "" he said.

But he needn't have worried, Within a few hours, the donations began pouring in. He met his goal in six hours. Within 24 hours, he'd raised $1,340 -- more than four times what he was seeking.

""I knew it looked cool, so I can't say I'm totally surprised,"" Foss said. ""I knew people would buy it.""",high,test
